Instance, Start Time, Type, NE, Alarm No, Description, Supp Info, Cancle Time, Star Rating
8639,2017-10-27 02:07:49.78,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0348 00 00,2017-10-27 02:24:19.14,..
8640,2017-10-27 02:07:49.78,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,01C2 00 00,2017-10-27 02:55:09.44,..
8641,2017-10-27 02:07:49.78,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,03F6 00 00,2017-10-27 02:55:08.87,..
8642,2017-10-27 02:07:49.78,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0276 00 00,2017-10-27 02:24:18.47,..
8643,2017-10-27 02:07:49.79,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,0067 00 00,2017-10-27 02:55:38.04,..
8644,2017-10-27 02:07:49.79,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0032 00 00,2017-10-27 02:55:10.69,..
8645,2017-10-27 02:07:49.79,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0474 00 00,2017-10-27 02:24:18.55,..
8646,2017-10-27 02:07:49.79,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,007F 00 00,2017-10-27 02:55:08.55,..
8647,2017-10-27 02:07:49.80,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0549 00 00,2017-10-27 02:55:36.81,..
8648,2017-10-27 02:07:49.80,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0112 00 00,2017-10-27 02:55:08.59,..
8649,2017-10-27 02:07:49.80,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0198 00 00,2017-10-27 02:24:18.57,..
8650,2017-10-27 02:07:49.80,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,01B4 00 00,2017-10-27 02:24:17.83,..
8651,2017-10-27 02:07:49.81,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,0519 00 00,2017-10-27 02:55:31.44,..
8652,2017-10-27 02:07:49.81,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,056F 00 00,2017-10-27 02:55:31.56,..
8653,2017-10-27 02:07:49.81,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0354 00 00,2017-10-27 02:24:18.54,..
8654,2017-10-27 02:07:49.82,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0593 00 00,2017-10-27 02:55:08.72,..
8655,2017-10-27 02:07:49.83,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,030E 00 00,2017-10-27 02:49:06.11,..
8656,2017-10-27 02:07:49.83,SWITCH,BCSU-5 1A004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0526 00 00,2017-10-27 02:49:06.80,..
8657,2017-10-27 02:07:49.83,SWITCH,BCSU-5 1A004-08 IULMAN,2250,FAILURE IN D-CHANNEL,051A 00 00,2017-10-27 02:55:09.59,..
8658,2017-10-27 02:07:49.83,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,045D 00 00,2017-10-27 02:24:24.86,..
8659,2017-10-27 02:07:49.83,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,03DB 00 00,2017-10-27 02:55:08.72,..
8660,2017-10-27 02:07:49.83,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0541 00 00,2017-10-27 02:55:09.51,..
8661,2017-10-27 02:07:49.84,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,008E 00 00,2017-10-27 02:49:06.09,..
8662,2017-10-27 02:07:49.84,SWITCH,BCSU-5 1A004-08 IULMAN,2250,FAILURE IN D-CHANNEL,01B2 00 00,2017-10-27 02:24:17.97,..
8663,2017-10-27 02:07:49.84,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,047D 00 00,2017-10-27 02:55:31.47,..
8664,2017-10-27 02:07:49.85,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,03B0 00 00,2017-10-27 02:49:06.16,..
8665,2017-10-27 02:07:49.86,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,044F 00 00,2017-10-27 02:55:31.48,..
8666,2017-10-27 02:07:49.86,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,01B1 00 00,2017-10-27 02:55:09.35,..
8667,2017-10-27 02:07:49.86,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0086 00 00,2017-10-27 02:55:30.84,..
8668,2017-10-27 02:07:49.86,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,024A 00 00,2017-10-27 02:55:35.59,..
8669,2017-10-27 02:07:49.87,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,04F6 00 00,2017-10-27 02:55:10.70,..
8670,2017-10-27 02:07:49.87,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0318 00 00,2017-10-27 02:55:35.12,..
8671,2017-10-27 02:07:49.88,SWITCH,BCSU-5 1A004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0422 00 00,2017-10-27 02:55:31.35,..
8672,2017-10-27 02:07:49.89,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,02F9 00 00,2017-10-27 02:55:31.20,..
8673,2017-10-27 02:07:49.89,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,0185 00 00,2017-10-27 02:55:09.49,..
8674,2017-10-27 02:07:49.89,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0548 00 00,2017-10-27 02:55:09.13,..
8675,2017-10-27 02:07:49.89,SWITCH,BCSU-10 1B004-08 IULMAN,2250,FAILURE IN D-CHANNEL,03D3 00 00,2017-10-27 02:55:09.52,..
8676,2017-10-27 02:07:49.90,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,029D 00 00,2017-10-27 02:24:18.61,..
8677,2017-10-27 02:07:49.91,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0337 00 00,2017-10-27 02:49:06.47,..
8678,2017-10-27 02:07:49.91,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,02BC 00 00,2017-10-27 02:49:11.17,..
8679,2017-10-27 02:07:49.91,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0389 00 00,2017-10-27 02:49:06.55,..
8680,2017-10-27 02:07:49.92,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,04A0 00 00,2017-10-27 02:24:17.57,..
8681,2017-10-27 02:07:49.93,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,027B 00 00,2017-10-27 02:55:31.14,..
8682,2017-10-27 02:07:49.93,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,0552 00 00,2017-10-27 02:55:16.45,..
8683,2017-10-27 02:07:49.93,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,023A 00 00,2017-10-27 02:49:06.58,..
8684,2017-10-27 02:07:49.93,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,052F 00 00,2017-10-27 02:55:31.74,..
8685,2017-10-27 02:07:49.93,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,053A 00 00,2017-10-27 02:55:37.40,..
8686,2017-10-27 02:07:49.94,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,04F5 00 00,2017-10-27 02:49:06.09,..
8687,2017-10-27 02:07:49.94,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,00F8 00 00,2017-10-27 02:49:06.31,..
8688,2017-10-27 02:07:49.94,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0531 00 00,2017-10-27 02:55:09.81,..
8689,2017-10-27 02:07:49.94,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,03DD 00 00,2017-10-27 02:55:31.82,..
8690,2017-10-27 02:07:49.94,SWITCH,BCSU-8 1B004-00 IULMAN,2250,FAILURE IN D-CHANNEL,0324 00 00,2017-10-27 02:55:31.68,..
8691,2017-10-27 02:07:49.94,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,008B 00 00,2017-10-27 02:49:06.39,..
8692,2017-10-27 02:07:49.95,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,051C 00 00,2017-10-27 02:49:06.33,..
8693,2017-10-27 02:07:49.96,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,00EC 00 00,2017-10-27 02:49:05.83,..
8694,2017-10-27 02:07:49.96,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0047 00 00,2017-10-27 02:55:31.32,..
8695,2017-10-27 02:07:49.96,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,0280 00 00,2017-10-27 02:24:25.40,..
8696,2017-10-27 02:07:49.97,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,05B9 00 00,2017-10-27 02:49:06.64,..
8697,2017-10-27 02:07:49.97,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,0569 00 00,2017-10-27 02:55:31.63,..
8698,2017-10-27 02:07:49.97,SWITCH,BCSU-2 1A003-08 IULMAN,2250,FAILURE IN D-CHANNEL,02A3 00 00,2017-10-27 02:24:17.91,..
8699,2017-10-27 02:07:49.97,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,04FE 00 00,2017-10-27 02:49:06.32,..
8700,2017-10-27 02:07:49.97,SWITCH,BCSU-7 1B003-08 IULMAN,2250,FAILURE IN D-CHANNEL,056C 00 00,2017-10-27 02:49:06.52,..
8701,2017-10-27 02:07:49.97,SWITCH,BCSU-1 1A003-04 IULMAN,2250,FAILURE IN D-CHANNEL,03BE 00 00,2017-10-27 02:55:09.64,..
8702,2017-10-27 02:07:49.97,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,035B 00 00,2017-10-27 02:24:24.64,..
8704,2017-10-27 02:08:49.59,SWITCH,BCSU-7 1B003-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8705,2017-10-27 02:08:49.63,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8706,2017-10-27 02:08:49.66,SWITCH,BCSU-1 1A003-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8707,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8708,2017-10-27 02:08:49.65,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8709,2017-10-27 02:08:49.66,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8710,2017-10-27 02:08:49.66,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8711,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8712,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8713,2017-10-27 02:08:49.66,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8714,2017-10-27 02:08:49.66,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8715,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8716,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8717,2017-10-27 02:08:49.66,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8718,2017-10-27 02:08:49.66,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8719,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8720,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8721,2017-10-27 02:08:49.66,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 03:15:48.07,.
8722,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8723,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8724,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8725,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8726,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8727,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8728,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8729,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8730,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8731,2017-10-27 02:08:49.66,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8732,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8733,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8734,2017-10-27 02:08:49.66,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8735,2017-10-27 02:08:49.67,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8736,2017-10-27 02:08:49.79,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8737,2017-10-27 02:08:49.79,SWITCH,BCSU-7 1B003-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8738,2017-10-27 02:08:49.81,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8739,2017-10-27 02:08:49.82,SWITCH,BCSU-5 1A004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8740,2017-10-27 02:08:49.82,SWITCH,BCSU-2 1A003-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.14,.
8741,2017-10-27 02:08:49.82,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8742,2017-10-27 02:08:49.81,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8743,2017-10-27 02:08:49.82,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8744,2017-10-27 02:08:49.82,SWITCH,BCSU-5 1A004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8745,2017-10-27 02:08:49.81,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8746,2017-10-27 02:08:49.82,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.14,.
8747,2017-10-27 02:08:49.81,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8748,2017-10-27 02:08:49.82,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8749,2017-10-27 02:08:49.81,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8750,2017-10-27 02:08:49.82,SWITCH,BCSU-6 1B003-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.14,.
8751,2017-10-27 02:08:49.81,SWITCH,BCSU-10 1B004-08 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8752,2017-10-27 02:08:49.82,SWITCH,BCSU-8 1B004-00 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
8753,2017-10-27 02:08:49.81,SWITCH,BCSU-4 1A004-04 IUZOCK,3156,ASSOCIATION ROUTING FAILURE,01 03 0d,2017-10-27 04:01:10.13,.
94,2017-10-27 03:00:40.76,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C8 FFFF,2017-10-27 03:00:40.87,.
566,2017-10-27 03:07:05.21,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:07:09.30,.
567,2017-10-27 03:07:05.61,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:07:12.22,.
568,2017-10-27 03:07:05.65,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C9 FFFF,2017-10-27 03:07:12.03,.
569,2017-10-27 03:07:09.98,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:07:10.30,.
570,2017-10-27 03:07:10.16,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C8 FFFF,2017-10-27 03:07:12.14,.
95,2017-10-27 03:00:40.82,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:00:41.55,.
572,2017-10-27 03:07:10.80,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 03F5 FFFF,2017-10-27 03:07:11.93,.
573,2017-10-27 03:07:10.98,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CB FFFF,2017-10-27 03:07:11.75,.
574,2017-10-27 03:07:11.05,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 0057 FFFF,2017-10-27 03:07:11.77,.
575,2017-10-27 03:07:11.16,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C6 FFFF,2017-10-27 03:07:12.05,.
96,2017-10-27 03:00:40.89,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:00:41.73,.
578,2017-10-27 03:07:11.24,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C5 FFFF,2017-10-27 03:07:12.04,.
579,2017-10-27 03:07:11.30,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C7 FFFF,2017-10-27 03:07:12.30,.
581,2017-10-27 03:07:12.89,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:07:19.53,.
582,2017-10-27 03:07:15.33,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:07:19.26,.
97,2017-10-27 03:00:40.89,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:00:41.82,.
584,2017-10-27 03:07:15.74,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C9 FFFF,2017-10-27 03:07:21.77,.
585,2017-10-27 03:07:19.41,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:07:19.52,.
586,2017-10-27 03:07:19.48,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:07:19.60,.
587,2017-10-27 03:07:20.91,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CA FFFF,2017-10-27 03:07:22.00,.
588,2017-10-27 03:07:25.36,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:07:29.54,.
589,2017-10-27 03:07:25.41,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:07:29.22,.
590,2017-10-27 03:07:25.57,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 02B5 FFFF,2017-10-27 03:09:03.74,.
591,2017-10-27 03:07:25.57,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 02B6 FFFF,2017-10-27 03:09:03.76,.
592,2017-10-27 03:07:25.57,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 02B7 FFFF,2017-10-27 03:09:03.76,.
593,2017-10-27 03:07:25.58,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 02B8 FFFF,2017-10-27 03:09:03.78,.
594,2017-10-27 03:07:25.58,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 02B9 FFFF,2017-10-27 03:09:03.78,.
595,2017-10-27 03:07:25.57,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 02BA FFFF,2017-10-27 03:09:03.85,.
596,2017-10-27 03:07:25.58,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 02BB FFFF,2017-10-27 03:09:03.86,.
597,2017-10-27 03:07:25.58,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 02BC FFFF,2017-10-27 03:09:03.87,.
8790,2017-10-27 02:18:23.99,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3053,ETHERNET INTERFACE FAILURE,00000001 0A 01,2017-10-27 02:20:02.63,..
8791,2017-10-27 02:18:24.00,SWITCH,BCSU-5 1A004-08 PCU2_D-4,3053,ETHERNET INTERFACE FAILURE,00000000 04 00,2017-10-27 02:20:03.03,..
8792,2017-10-27 02:18:23.99,SWITCH,BCSU-4 1A004-04 PCU2_D-4,3053,ETHERNET INTERFACE FAILURE,00000000 04 00,2017-10-27 02:20:03.00,..
8793,2017-10-27 02:18:23.99,SWITCH,BCSU-6 1B003-00 PCU2_D-6,3053,ETHERNET INTERFACE FAILURE,00000000 06 00,2017-10-27 02:20:03.06,..
8794,2017-10-27 02:18:23.99,SWITCH,BCSU-5 1A004-08 PCU2_D-8,3053,ETHERNET INTERFACE FAILURE,00000000 08 00,2017-10-27 02:20:03.04,..
8795,2017-10-27 02:18:23.99,SWITCH,BCSU-4 1A004-04 PCU2_D-8,3053,ETHERNET INTERFACE FAILURE,00000000 08 00,2017-10-27 02:20:03.02,..
8796,2017-10-27 02:18:24.00,SWITCH,BCSU-6 1B003-00 PCU2_D-8,3053,ETHERNET INTERFACE FAILURE,00000000 08 00,2017-10-27 02:20:03.01,..
8797,2017-10-27 02:18:23.99,SWITCH,BCSU-5 1A004-08 PCU2_D-3,3053,ETHERNET INTERFACE FAILURE,00000000 03 00,2017-10-27 02:20:03.03,..
8798,2017-10-27 02:18:23.99,SWITCH,BCSU-4 1A004-04 PCU2_D-6,3053,ETHERNET INTERFACE FAILURE,00000000 06 00,2017-10-27 02:20:03.03,..
8799,2017-10-27 02:18:23.99,SWITCH,BCSU-6 1B003-00 PCU2_D-4,3053,ETHERNET INTERFACE FAILURE,00000000 04 00,2017-10-27 02:20:03.04,..
8800,2017-10-27 02:18:23.99,SWITCH,BCSU-5 1A004-08 PCU2_D-7,3053,ETHERNET INTERFACE FAILURE,00000000 07 00,2017-10-27 02:20:03.04,..
8801,2017-10-27 02:18:23.99,SWITCH,BCSU-4 1A004-04 PCU2_D-3,3053,ETHERNET INTERFACE FAILURE,00000000 03 00,2017-10-27 02:20:03.00,..
