Instance, Start Time, Type, NE, Alarm No, Description, Supp Info, Cancle Time, Star Rating
8192,2017-10-27 01:34:58.97,SWITCH,BCSU-5 1A004-08 PCU2_D-7,3019,NETWORK SERVICE ENTITY,01 1771 22,2017-10-27 01:40:38.00,..
8193,2017-10-27 01:34:59.23,SWITCH,BCSU-4 1A004-04 PCU2_D-11,3025,NETWORK SERVICE VIRTUAL,03 177B 34,2017-10-27 01:34:59.23,.
8194,2017-10-27 01:34:59.23,SWITCH,BCSU-4 1A004-04 PCU2_D-11,3020,NETWORK SERVICE VIRTUAL,03 177B 34,2017-10-27 01:34:59.23,.
8195,2017-10-27 01:34:59.23,SWITCH,BCSU-4 1A004-04 PCU2_D-11,3019,NETWORK SERVICE ENTITY,03 177B 34,2017-10-27 01:40:43.41,..
4,2017-10-27 02:59:15.35,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 02:59:19.17,.
8197,2017-10-27 01:35:19.36,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3025,NETWORK SERVICE VIRTUAL,03 177B 30,2017-10-27 01:35:19.36,.
8198,2017-10-27 01:35:19.36,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3020,NETWORK SERVICE VIRTUAL,03 177B 30,2017-10-27 01:35:19.36,.
8199,2017-10-27 01:35:19.36,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3019,NETWORK SERVICE ENTITY,03 177B 30,2017-10-27 01:40:43.38,..
8200,2017-10-27 01:35:29.42,SWITCH,BCSU-5 1A004-08 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 0D,2017-10-27 01:40:36.81,.
8201,2017-10-27 01:35:29.42,SWITCH,BCSU-5 1A004-08 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 0D,2017-10-27 01:40:36.81,.
8202,2017-10-27 01:35:29.47,SWITCH,BCSU-6 1B003-00 PCU2_D-8,3025,NETWORK SERVICE VIRTUAL,01 1771 29,2017-10-27 01:40:35.48,.
8203,2017-10-27 01:35:29.47,SWITCH,BCSU-6 1B003-00 PCU2_D-8,3020,NETWORK SERVICE VIRTUAL,01 1771 29,2017-10-27 01:40:35.48,.
8204,2017-10-27 01:35:29.56,SWITCH,BCSU-5 1A004-08 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 0C,2017-10-27 01:40:36.25,.
8205,2017-10-27 01:35:29.56,SWITCH,BCSU-5 1A004-08 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 0C,2017-10-27 01:40:36.25,.
8206,2017-10-27 01:35:29.59,SWITCH,BCSU-6 1B003-00 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,01 1771 2F,2017-10-27 01:40:35.61,.
8207,2017-10-27 01:35:29.59,SWITCH,BCSU-6 1B003-00 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,01 1771 2F,2017-10-27 01:40:35.61,.
8208,2017-10-27 01:35:29.93,SWITCH,BCSU-6 1B003-00 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 13,2017-10-27 01:40:32.94,.
8209,2017-10-27 01:35:29.93,SWITCH,BCSU-6 1B003-00 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 13,2017-10-27 01:40:32.94,.
8210,2017-10-27 01:35:30.02,SWITCH,BCSU-4 1A004-04 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 00,2017-10-27 01:40:41.05,.
8211,2017-10-27 01:35:30.02,SWITCH,BCSU-4 1A004-04 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 00,2017-10-27 01:40:41.05,.
8212,2017-10-27 01:35:30.03,SWITCH,BCSU-6 1B003-00 PCU2_D-6,3025,NETWORK SERVICE VIRTUAL,01 1771 28,2017-10-27 01:40:39.04,.
8213,2017-10-27 01:35:30.03,SWITCH,BCSU-6 1B003-00 PCU2_D-6,3020,NETWORK SERVICE VIRTUAL,01 1771 28,2017-10-27 01:40:39.04,.
8214,2017-10-27 01:35:30.26,SWITCH,BCSU-5 1A004-08 PCU2_D-8,3025,NETWORK SERVICE VIRTUAL,01 1771 25,2017-10-27 01:40:38.71,.
8215,2017-10-27 01:35:30.26,SWITCH,BCSU-5 1A004-08 PCU2_D-8,3020,NETWORK SERVICE VIRTUAL,01 1771 25,2017-10-27 01:40:38.71,.
8216,2017-10-27 01:35:30.57,SWITCH,BCSU-5 1A004-08 PCU2_D-6,3025,NETWORK SERVICE VIRTUAL,01 1771 1B,2017-10-27 01:40:42.58,.
8217,2017-10-27 01:35:30.57,SWITCH,BCSU-5 1A004-08 PCU2_D-6,3020,NETWORK SERVICE VIRTUAL,01 1771 1B,2017-10-27 01:40:42.58,.
8218,2017-10-27 01:35:30.98,SWITCH,BCSU-4 1A004-04 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,01 1771 16,2017-10-27 01:40:42.44,.
8219,2017-10-27 01:35:30.98,SWITCH,BCSU-4 1A004-04 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,01 1771 16,2017-10-27 01:40:42.44,.
8220,2017-10-27 01:35:31.14,SWITCH,BCSU-4 1A004-04 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 01,2017-10-27 01:40:41.08,.
8221,2017-10-27 01:35:31.14,SWITCH,BCSU-4 1A004-04 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 01,2017-10-27 01:40:41.08,.
8222,2017-10-27 01:35:31.18,SWITCH,BCSU-4 1A004-04 PCU2_D-12,3025,NETWORK SERVICE VIRTUAL,03 177B 35,2017-10-27 01:41:01.19,.
8223,2017-10-27 01:35:31.18,SWITCH,BCSU-4 1A004-04 PCU2_D-12,3020,NETWORK SERVICE VIRTUAL,03 177B 35,2017-10-27 01:41:01.19,.
8224,2017-10-27 01:35:31.26,SWITCH,BCSU-5 1A004-08 PCU2_D-5,3025,NETWORK SERVICE VIRTUAL,01 1771 1A,2017-10-27 01:40:37.27,.
8225,2017-10-27 01:35:31.26,SWITCH,BCSU-5 1A004-08 PCU2_D-5,3020,NETWORK SERVICE VIRTUAL,01 1771 1A,2017-10-27 01:40:37.27,.
8226,2017-10-27 01:35:31.27,SWITCH,BCSU-6 1B003-00 PCU2_D-5,3025,NETWORK SERVICE VIRTUAL,01 1771 27,2017-10-27 01:40:37.28,.
8227,2017-10-27 01:35:31.27,SWITCH,BCSU-6 1B003-00 PCU2_D-5,3020,NETWORK SERVICE VIRTUAL,01 1771 27,2017-10-27 01:40:37.28,.
8228,2017-10-27 01:35:31.41,SWITCH,BCSU-4 1A004-04 PCU2_D-6,3025,NETWORK SERVICE VIRTUAL,02 1772 39,2017-10-27 01:40:01.47,.
8229,2017-10-27 01:35:31.41,SWITCH,BCSU-4 1A004-04 PCU2_D-6,3020,NETWORK SERVICE VIRTUAL,02 1772 39,2017-10-27 01:40:01.47,.
8230,2017-10-27 01:35:31.59,SWITCH,BCSU-4 1A004-04 PCU2_D-8,3025,NETWORK SERVICE VIRTUAL,01 1771 17,2017-10-27 01:40:42.20,.
8231,2017-10-27 01:35:31.59,SWITCH,BCSU-4 1A004-04 PCU2_D-8,3020,NETWORK SERVICE VIRTUAL,01 1771 17,2017-10-27 01:40:42.20,.
8232,2017-10-27 01:35:31.97,SWITCH,BCSU-5 1A004-08 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,01 1771 22,2017-10-27 01:40:38.00,.
8233,2017-10-27 01:35:31.97,SWITCH,BCSU-5 1A004-08 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,01 1771 22,2017-10-27 01:40:38.00,.
8234,2017-10-27 01:35:32.23,SWITCH,BCSU-4 1A004-04 PCU2_D-11,3025,NETWORK SERVICE VIRTUAL,03 177B 34,2017-10-27 01:40:43.41,.
8235,2017-10-27 01:35:32.23,SWITCH,BCSU-4 1A004-04 PCU2_D-11,3020,NETWORK SERVICE VIRTUAL,03 177B 34,2017-10-27 01:40:43.41,.
8236,2017-10-27 01:35:36.58,SWITCH,BCSU-6 1B003-00 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 12,2017-10-27 01:40:39.60,.
8237,2017-10-27 01:35:36.58,SWITCH,BCSU-6 1B003-00 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 12,2017-10-27 01:40:39.60,.
8238,2017-10-27 01:35:52.36,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3025,NETWORK SERVICE VIRTUAL,03 177B 30,2017-10-27 01:40:43.38,.
8239,2017-10-27 01:35:52.36,SWITCH,BCSU-4 1A004-04 PCU2_E-10,3020,NETWORK SERVICE VIRTUAL,03 177B 30,2017-10-27 01:40:43.38,.
8,2017-10-27 02:59:20.61,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C7 FFFF,2017-10-27 02:59:22.18,.
50,2017-10-27 02:59:55.16,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C9 FFFF,2017-10-27 02:59:59.04,.
8243,2017-10-27 01:36:10.17,SWITCH,BCSU-4 1A004-04 PCU2_D-5,3025,NETWORK SERVICE VIRTUAL,02 1772 14,2017-10-27 01:40:01.45,.
8244,2017-10-27 01:36:10.17,SWITCH,BCSU-4 1A004-04 PCU2_D-5,3020,NETWORK SERVICE VIRTUAL,02 1772 14,2017-10-27 01:40:01.45,.
8245,2017-10-27 01:38:01.61,SWITCH,BCSU-2 1A003-08 PCU2_D-6,3026,NETWORK SERVICE VIRTUAL,01 1771 21,2017-10-27 01:53:10.46,.
8246,2017-10-27 01:38:03.10,SWITCH,BCSU-10 1B004-08 PCU2_D-8,3026,NETWORK SERVICE VIRTUAL,02 1772 05,2017-10-27 01:53:08.17,.
9,2017-10-27 02:59:20.63,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CA FFFF,2017-10-27 02:59:21.91,.
56,2017-10-27 03:00:00.70,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C8 FFFF,2017-10-27 03:00:00.81,.
57,2017-10-27 03:00:03.09,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 0106 FFFF,2017-10-27 03:00:39.38,.
58,2017-10-27 03:00:05.08,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:00:10.37,.
59,2017-10-27 03:00:05.26,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:00:09.08,.
60,2017-10-27 03:00:05.30,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:00:09.02,.
10,2017-10-27 02:59:20.65,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C8 FFFF,2017-10-27 02:59:22.12,.
62,2017-10-27 03:00:06.40,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CC FFFF,2017-10-27 03:00:08.78,.
63,2017-10-27 03:00:09.15,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D2 FFFF,2017-10-27 03:00:09.20,.
64,2017-10-27 03:00:09.17,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C1 FFFF,2017-10-27 03:00:09.51,.
65,2017-10-27 03:00:15.16,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:00:20.33,.
2,2017-10-27 02:59:15.23,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 02:59:22.18,.
11,2017-10-27 02:59:20.73,SWITCH,BCSU-2 1A003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C6 FFFF,2017-10-27 02:59:21.93,.
68,2017-10-27 03:00:15.39,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:00:21.71,.
69,2017-10-27 03:00:15.42,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C1 FFFF,2017-10-27 03:00:29.34,.
70,2017-10-27 03:00:20.05,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:00:22.00,.
71,2017-10-27 03:00:20.18,SWITCH,BCSU-7 1B003-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D6 FFFF,2017-10-27 03:00:21.69,.
72,2017-10-27 03:00:20.59,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CF FFFF,2017-10-27 03:00:21.72,.
12,2017-10-27 02:59:20.77,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CB FFFF,2017-10-27 02:59:21.63,.
74,2017-10-27 03:00:20.73,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C8 FFFF,2017-10-27 03:00:20.84,.
75,2017-10-27 03:00:21.02,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D3 FFFF,2017-10-27 03:00:21.87,.
76,2017-10-27 03:00:21.11,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:00:21.82,.
77,2017-10-27 03:00:21.16,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:00:21.62,.
78,2017-10-27 03:00:21.21,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:00:21.64,.
13,2017-10-27 02:59:20.91,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 03F6 FFFF,2017-10-27 02:59:21.67,.
80,2017-10-27 03:00:21.45,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CD FFFF,2017-10-27 03:00:21.52,.
8273,2017-10-27 01:38:37.24,SWITCH,BCSU-6 1B003-00 IULMAN,3159,SCTP ASSOCIATION LOST,01 03C8 FFFF,2017-10-27 01:39:09.02,.
8274,2017-10-27 01:38:37.27,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C0 FFFF,2017-10-27 01:39:09.01,.
8275,2017-10-27 01:38:37.42,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BD FFFF,2017-10-27 01:39:09.01,.
8276,2017-10-27 01:38:37.51,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BC FFFF,2017-10-27 01:39:09.07,.
8277,2017-10-27 01:38:37.64,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BE FFFF,2017-10-27 01:39:09.01,.
8278,2017-10-27 01:38:38.16,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BF FFFF,2017-10-27 01:39:09.01,.
8279,2017-10-27 01:38:38.56,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BB FFFF,2017-10-27 01:39:09.01,.
8280,2017-10-27 01:38:42.74,SWITCH,BCSU-8 1B004-00 PCU2_D-12,3026,NETWORK SERVICE VIRTUAL,03 177B 38,2017-10-27 01:53:50.85,.
8281,2017-10-27 01:38:44.48,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00BA FFFF,2017-10-27 01:39:12.10,.
8282,2017-10-27 01:39:07.25,SWITCH,BCSU-6 1B003-00 IULMAN,2250,FAILURE IN D-CHANNEL,05D1 00 00,2017-10-27 01:39:09.42,..
8283,2017-10-27 01:39:07.28,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0281 00 00,2017-10-27 01:39:09.42,..
8284,2017-10-27 01:39:07.43,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,024A 00 00,2017-10-27 01:39:09.41,..
8285,2017-10-27 01:39:07.52,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,021B 00 00,2017-10-27 01:39:09.47,..
8286,2017-10-27 01:39:07.65,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0270 00 00,2017-10-27 01:39:09.43,..
8287,2017-10-27 01:39:08.18,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,0278 00 00,2017-10-27 01:39:09.43,..
8288,2017-10-27 01:39:08.57,SWITCH,BCSU-4 1A004-04 IULMAN,2250,FAILURE IN D-CHANNEL,021A 00 00,2017-10-27 01:39:09.42,..
16,2017-10-27 02:59:21.11,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 03F5 FFFF,2017-10-27 02:59:21.63,.
98,2017-10-27 03:00:40.93,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D7 FFFF,2017-10-27 03:00:41.54,.
99,2017-10-27 03:00:41.13,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00CE FFFF,2017-10-27 03:00:41.76,.
100,2017-10-27 03:00:41.29,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D0 FFFF,2017-10-27 03:00:41.92,.
101,2017-10-27 03:00:41.33,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D5 FFFF,2017-10-27 03:00:41.74,.
102,2017-10-27 03:00:45.20,SWITCH,BCSU-1 1A003-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C1 FFFF,2017-10-27 03:01:39.33,.
17,2017-10-27 02:59:25.17,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 02:59:28.88,.
104,2017-10-27 03:00:45.58,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C2 FFFF,2017-10-27 03:00:52.13,.
105,2017-10-27 03:00:45.67,SWITCH,BCSU-10 1B004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D4 FFFF,2017-10-27 03:00:51.78,.
106,2017-10-27 03:00:45.99,SWITCH,BCSU-5 1A004-08 IULMAN,3159,SCTP ASSOCIATION LOST,01 00D1 FFFF,2017-10-27 03:00:52.08,.
107,2017-10-27 03:00:50.03,SWITCH,BCSU-4 1A004-04 IULMAN,3159,SCTP ASSOCIATION LOST,01 00C3 FFFF,2017-10-27 03:00:51.96,.
8300,2017-10-27 01:39:56.41,SWITCH,BCSU-8 1B004-00 PCU2_D-11,3025,NETWORK SERVICE VIRTUAL,03 177B 3A,2017-10-27 01:39:56.41,.
8301,2017-10-27 01:39:56.41,SWITCH,BCSU-8 1B004-00 PCU2_D-11,3020,NETWORK SERVICE VIRTUAL,03 177B 3A,2017-10-27 01:39:56.41,.
8302,2017-10-27 01:39:56.41,SWITCH,BCSU-8 1B004-00 PCU2_D-11,3019,NETWORK SERVICE ENTITY,03 177B 3A,2017-10-27 01:40:44.46,..
8303,2017-10-27 01:39:56.55,SWITCH,BCSU-10 1B004-08 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 23,2017-10-27 01:39:56.55,.
8304,2017-10-27 01:39:56.55,SWITCH,BCSU-10 1B004-08 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 23,2017-10-27 01:39:56.55,.
8305,2017-10-27 01:39:56.55,SWITCH,BCSU-10 1B004-08 PCU2_D-3,3019,NETWORK SERVICE ENTITY,03 177B 23,2017-10-27 01:40:44.57,..
8306,2017-10-27 01:39:56.69,SWITCH,BCSU-7 1B003-08 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,01 1771 1C,2017-10-27 01:39:56.69,.
8307,2017-10-27 01:39:56.69,SWITCH,BCSU-7 1B003-08 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,01 1771 1C,2017-10-27 01:39:56.69,.
8308,2017-10-27 01:39:56.69,SWITCH,BCSU-7 1B003-08 PCU2_D-7,3019,NETWORK SERVICE ENTITY,01 1771 1C,2017-10-27 01:40:32.72,..
8309,2017-10-27 01:39:57.03,SWITCH,BCSU-8 1B004-00 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 1F,2017-10-27 01:39:57.03,.
8310,2017-10-27 01:39:57.03,SWITCH,BCSU-8 1B004-00 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 1F,2017-10-27 01:39:57.03,.
8311,2017-10-27 01:39:57.03,SWITCH,BCSU-8 1B004-00 PCU2_D-4,3019,NETWORK SERVICE ENTITY,03 177B 1F,2017-10-27 01:40:30.05,..
8312,2017-10-27 01:39:57.05,SWITCH,BCSU-8 1B004-00 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 1E,2017-10-27 01:39:57.05,.
8313,2017-10-27 01:39:57.05,SWITCH,BCSU-8 1B004-00 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 1E,2017-10-27 01:39:57.05,.
8314,2017-10-27 01:39:57.05,SWITCH,BCSU-8 1B004-00 PCU2_D-3,3019,NETWORK SERVICE ENTITY,03 177B 1E,2017-10-27 01:40:30.06,..
8315,2017-10-27 01:39:57.27,SWITCH,BCSU-7 1B003-08 PCU2_D-8,3025,NETWORK SERVICE VIRTUAL,01 1771 1D,2017-10-27 01:39:57.27,.
8316,2017-10-27 01:39:57.27,SWITCH,BCSU-7 1B003-08 PCU2_D-8,3020,NETWORK SERVICE VIRTUAL,01 1771 1D,2017-10-27 01:39:57.27,.
8317,2017-10-27 01:39:57.27,SWITCH,BCSU-7 1B003-08 PCU2_D-8,3019,NETWORK SERVICE ENTITY,01 1771 1D,2017-10-27 01:40:51.29,..
8318,2017-10-27 01:39:57.37,SWITCH,BCSU-7 1B003-08 PCU2_D-3,3025,NETWORK SERVICE VIRTUAL,03 177B 18,2017-10-27 01:39:57.37,.
8319,2017-10-27 01:39:57.37,SWITCH,BCSU-7 1B003-08 PCU2_D-3,3020,NETWORK SERVICE VIRTUAL,03 177B 18,2017-10-27 01:39:57.37,.
8320,2017-10-27 01:39:57.37,SWITCH,BCSU-7 1B003-08 PCU2_D-3,3019,NETWORK SERVICE ENTITY,03 177B 18,2017-10-27 01:40:36.42,..
8321,2017-10-27 01:39:57.46,SWITCH,BCSU-10 1B004-08 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 26,2017-10-27 01:39:57.46,.
8322,2017-10-27 01:39:57.46,SWITCH,BCSU-10 1B004-08 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 26,2017-10-27 01:39:57.46,.
8323,2017-10-27 01:39:57.46,SWITCH,BCSU-10 1B004-08 PCU2_D-4,3019,NETWORK SERVICE ENTITY,03 177B 26,2017-10-27 01:40:30.48,..
8324,2017-10-27 01:39:57.60,SWITCH,BCSU-7 1B003-08 PCU2_D-4,3025,NETWORK SERVICE VIRTUAL,03 177B 19,2017-10-27 01:39:57.60,.
8325,2017-10-27 01:39:57.60,SWITCH,BCSU-7 1B003-08 PCU2_D-4,3020,NETWORK SERVICE VIRTUAL,03 177B 19,2017-10-27 01:39:57.60,.
8326,2017-10-27 01:39:57.60,SWITCH,BCSU-7 1B003-08 PCU2_D-4,3019,NETWORK SERVICE ENTITY,03 177B 19,2017-10-27 01:40:36.62,..
8327,2017-10-27 01:39:58.37,SWITCH,BCSU-10 1B004-08 PCU2_D-6,3025,NETWORK SERVICE VIRTUAL,01 1771 03,2017-10-27 01:39:58.37,.
8328,2017-10-27 01:39:58.37,SWITCH,BCSU-10 1B004-08 PCU2_D-6,3020,NETWORK SERVICE VIRTUAL,01 1771 03,2017-10-27 01:39:58.37,.
8329,2017-10-27 01:39:58.37,SWITCH,BCSU-10 1B004-08 PCU2_D-6,3019,NETWORK SERVICE ENTITY,01 1771 03,2017-10-27 01:40:28.39,..
8330,2017-10-27 01:39:58.64,SWITCH,BCSU-7 1B003-08 PCU2_D-5,3025,NETWORK SERVICE VIRTUAL,01 1771 08,2017-10-27 01:39:58.64,.
8331,2017-10-27 01:39:58.64,SWITCH,BCSU-7 1B003-08 PCU2_D-5,3020,NETWORK SERVICE VIRTUAL,01 1771 08,2017-10-27 01:39:58.64,.
8332,2017-10-27 01:39:58.64,SWITCH,BCSU-7 1B003-08 PCU2_D-5,3019,NETWORK SERVICE ENTITY,01 1771 08,2017-10-27 01:40:28.68,..
8333,2017-10-27 01:39:58.74,SWITCH,BCSU-8 1B004-00 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,02 1772 0A,2017-10-27 01:39:58.74,.
8334,2017-10-27 01:39:58.74,SWITCH,BCSU-8 1B004-00 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,02 1772 0A,2017-10-27 01:39:58.74,.
8335,2017-10-27 01:39:58.74,SWITCH,BCSU-8 1B004-00 PCU2_D-7,3019,NETWORK SERVICE ENTITY,02 1772 0A,2017-10-27 01:40:41.19,..
8336,2017-10-27 01:39:59.08,SWITCH,BCSU-8 1B004-00 PCU2_D-8,3025,NETWORK SERVICE VIRTUAL,01 1771 0B,2017-10-27 01:39:59.08,.
8337,2017-10-27 01:39:59.08,SWITCH,BCSU-8 1B004-00 PCU2_D-8,3020,NETWORK SERVICE VIRTUAL,01 1771 0B,2017-10-27 01:39:59.08,.
8338,2017-10-27 01:39:59.08,SWITCH,BCSU-8 1B004-00 PCU2_D-8,3019,NETWORK SERVICE ENTITY,01 1771 0B,2017-10-27 01:40:44.11,..
8339,2017-10-27 01:39:59.47,SWITCH,BCSU-8 1B004-00 PCU2_D-6,3025,NETWORK SERVICE VIRTUAL,01 1771 2C,2017-10-27 01:39:59.47,.
8340,2017-10-27 01:39:59.47,SWITCH,BCSU-8 1B004-00 PCU2_D-6,3020,NETWORK SERVICE VIRTUAL,01 1771 2C,2017-10-27 01:39:59.47,.
8341,2017-10-27 01:39:59.47,SWITCH,BCSU-8 1B004-00 PCU2_D-6,3019,NETWORK SERVICE ENTITY,01 1771 2C,2017-10-27 01:40:29.49,..
8342,2017-10-27 01:39:59.63,SWITCH,BCSU-10 1B004-08 PCU2_D-5,3025,NETWORK SERVICE VIRTUAL,01 1771 02,2017-10-27 01:39:59.63,.
8343,2017-10-27 01:39:59.63,SWITCH,BCSU-10 1B004-08 PCU2_D-5,3020,NETWORK SERVICE VIRTUAL,01 1771 02,2017-10-27 01:39:59.63,.
8344,2017-10-27 01:39:59.63,SWITCH,BCSU-10 1B004-08 PCU2_D-5,3019,NETWORK SERVICE ENTITY,01 1771 02,2017-10-27 01:40:29.71,..
8345,2017-10-27 01:39:59.79,SWITCH,BCSU-10 1B004-08 PCU2_D-7,3025,NETWORK SERVICE VIRTUAL,01 1771 04,2017-10-27 01:39:59.79,.
8346,2017-10-27 01:39:59.79,SWITCH,BCSU-10 1B004-08 PCU2_D-7,3020,NETWORK SERVICE VIRTUAL,01 1771 04,2017-10-27 01:39:59.79,.
